book_id,work_id,title,language_code_clean,language_group,text_word_count,clean_description,true_genres,predicted_genres,missed_genres,extra_genres,label_error_count,true_label_count,predicted_label_count,description_length_band,label_cardinality_band
48781,1708253,"The Lemonade Raid (Nancy Drew: Notebooks, #19)",unknown,Unknown,31.0,"When her lemonade stand is threatened by a lemon-stealing bandit, Nancy wonders who could possible want to steal a box of lemons and searches for clues in a surprising place.","fiction | mystery, thriller, crime | children","fiction | mystery, thriller, crime | young-adult | children | comics, graphic",,"young-adult | comics, graphic",2,3,5,20–75,3
9770435,14660017,"Menorah (Sara Terracini & Oswald Breil, #2)",ita,Non-English,147.0,"Antichissima, d'oro massiccio e nessuno sa dove sia: e la Menorah, il candelabro a sette bracci, simbolo sacro del popolo d'Israele, razziato dal tempio di Gerusalemme nel 70 d.C. Ritrovarla significa conquistarsi la gratitudine eterna di un intero popolo, ma anche disporre di un potente mezzo di ricatto contro di esso. E infatti, non appena emerge dall'oblio il diario di un pittore vissuto a Parigi alla fine del Settecento, le speranze si riaccendono, e con queste anche la bramosia di chi vuole impadronirsi della mitica reliquia per arricchirsi o conquistare appoggi politici... Una travolgente caccia al tesoro che scavalca i secoli e le latitudini, dalle catacombe di Parigi agli altopiani del Tibet, dalla Rivoluzione francese alla Guerra del Golfo, un lungo inseguimento tra antichi manoscritti e messaggi criptati, spie del Mossad e ex agenti del KGB, un autentico fuoco di fila di avventure, colpi di scena, rivelazioni...","mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",,"fiction | history, historical fiction, biography | non-fiction",3,1,4,76–150,1
25648082,21380038,Plaža od ružinih latica,scr,Non-English,182.0,"Nakon sto su svladali negodovanja svojih obitelji, a rijec je o njihovoj razlicitoj boji koze, Tami i Scott sretno su uplovili u bracnu luku. Njihov zivot protjece mirno i zadovoljno u idilicnom mjestascu Brightonu uz morsku obalu koja obiluje prekrasnim plazama. Cini se da je savrseno poslozen mozaik njihovih zivota, uspjesan posao, prekrasna kuca, djeca i sjajne prijateljice. Sve do jednoga dana i neocekivanog kucanja na vratima. Zena i muskarac, detektivi, pred ocima djevojcica uhicuju njihova oca i odvode u policijsku postaju. Tami se mora iznenada suociti s uzasnom spoznajom s kim je zivjela, spavala, koga je voljela - jer njen je suprug hladan, proracunat seksualni nasilnik. Tko je zrtva njegovih nasilnickih pokusaja? Ima li Tami snage samo za mrznju ili je prekrasna osoba koja moze oprostiti? U ovom psiholoskom trileru autorica nam je nevjerojatnom snagom ispricala dramu dvoje ljudi na njihovom putu iz srece u nesrecu, bezbrojnim je nijansama opisala metamorfozu zene i majke u strasnim trenucima koji traze njezinu odluku. S mnogo strasti i snage prikazala je mracnu emocionalnu stranu svojih junaka u kojoj se gubi granica izmedu krivnje i nevinosti.","fiction | romance | mystery, thriller, crime","fiction | fantasy, paranormal","romance | mystery, thriller, crime","fantasy, paranormal",3,3,2,151–250,3
61168,59492,"Home Comfort: Stories and Scenes of Life on Total Loss Farm,",unknown,Unknown,20.0,Collection of writings by members of a commune in Vermont about life on their farm. Many illustrations by several members.,"history, historical fiction, biography | non-fiction | poetry",non-fiction,"history, historical fiction, biography | poetry",,2,3,1,20–75,3
25177609,41954714,"Girl Online (Girl Online, #1)",nl,Non-English,91.0,"Penny heeft een geheim: onder de alias Girl Online blogt ze over schooldrama's, jongens, haar rare, chaotische familie en de paniekaanvallen die ze sinds kort heeft. Wanneer alles alleen maar slechter lijkt te gaan, stuurt haar familie haar naar New York. Daar ontmoet ze de knappe en gitaar tokkelende Noah. Penny wordt verliefd en natuurlijk houdt ze elke ontwikkeling bij op haar blog. Maar Noah heeft ook een geheim, een geheim dat Penny's dekmantel in gevaar brengt. En erger nog: ook haar belangrijkste vriendschap komt hierdoor op het spel te staan.",fiction | romance | young-adult,"fiction | history, historical fiction, biography | romance | young-adult | children | comics, graphic",,"history, historical fiction, biography | children | comics, graphic",3,3,6,76–150,3
22017432,41332857,Ordinarily Perfect,eng,English,135.0,"Easy-going, successful Alistair Tunbridge is injured in a freak accident on the way home from work that leaves him in a coma. His wife Lauren, is devastated and in an attempt to escape the emotional onslaught resorts to her learned role of Health professional. Weeks later Alistair is struggling to come to terms with a long and uncertain recovery. Frustration mounts with the endless challenges presented by even the simplest tasks and he begins to resent Lauren's detachment, even though she is one of the people who could help him the most. Written by a Physiotherapist (Physical Therapist), this work of fiction is based on hundreds of true stories and aims to shed light on the everyday work of doctors, nurses and therapists and how they cope when bad things happen to nice people.","fiction | mystery, thriller, crime","fiction | fantasy, paranormal","mystery, thriller, crime","fantasy, paranormal",2,2,2,76–150,2
8890951,13767072,"Riser (The Riser Saga, #1)",en-gb,English,204.0,"Black swirling holes churning madly in the center of every corpse. This is how eighteen-year-old Chelsan Deree sees the deceased. Her ability to connect to the black spinning holes allows her to control every dead thing within a four-mile radius. But that's the least of her problems. It's 2320 and Chelsan Deree has to survive another year of high school, which for her is pure and utter torture, mainly due to the fact that her schoolmate Jill Forester's favorite activity is making Chelsan's life a living hell. If that isn't enough, Chelsan's impossible crush on Ryan Vaughn makes her brain do somersaults on a regular basis, especially since she is positive he doesn't know she exists. And being eighteen Chelsan has to deal with the pressure of whether or not she should take a little pill called Age-pro, which cures aging, making the world eighteen forever and highly over-populated. When Chelsan's mother, Janet, is brutally killed, along with everyone else in her trailer park, Chelsan finds out that she was the intended target. Chelsan must use her power to raise and control the dead to save herself, protect her friends and take down the man responsible for murdering her mother.","fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",,"mystery, thriller, crime",1,4,5,151–250,4+
99302,46036644,The Yellow Wallpaper and Other Writings,eng,English,153.0,"Alternate cover edition for  The Charlotte Perkins Gilman Reader is an anthology of fiction by one of America's most important feminist writers. Probably best known as the author of ""The Yellow Wallpaper,"" in which a woman is driven mad by chauvinist psychiatry, Gilman wrote numerous other short stories and novels reflecting her radical socialist and feminist view of turn-of-the-century America. Collected here by the noted Gilman scholar Ann J. Lane are eighteen stories and fragments, including a selection from Herland, Gilman's novel of a feminist utopia. The resulting anthology provides a provocative blueprint to Gilman's intellectual and creative production. Content: The yellow wallpaper If I were a man Turned The cottagette An honest woman Making a change Mr. Peebles' heart The widow's might Selections from Herland Selections from Women and economics : a study of the economic relation between men and women Selections from The man-made world : our androcentric culture.","fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | young-adult | poetry","fiction | history, historical fiction, biography | comics, graphic","non-fiction | fantasy, paranormal | young-adult | poetry","comics, graphic",5,6,3,151–250,4+
25710048,42753051,I Text Dead People,unknown,Unknown,104.0,"You can't block the dead. Annabel Craven hopes she'll fit in--maybe even be popular--at the Academy. She's worried she'll stay friendless and phoneless (it's true). But when she finds a mysterious phone in the woods near the cemetery, one of her problems is solved . . . and another one is just beginning. Someone won't stop texting her. And that someone seems . . . dead. How is Annabel supposed to make friends when her phone keeps blowing up with messages from the afterlife? And what will happen if she doesn't text back? ""Scary--but not too scary.""--SLJ ""Good, ghostly fun.""--Kirkus Reviews From the Hardcover edition.","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",children,,1,6,5,76–150,4+
7323252,8902998,"What I Would Tell Her: 28 Devoted Dads on Bringing Up, Holding On To and Letting Go of Their Daughters",unknown,Unknown,82.0,"In this surprisingly vulnerable collection, twenty-eight talented fathers explore the complex, enigmatic bond they have with their daughters. These endearing, often funny and sometimes heartbreaking stories have in common an overpowering sense of responsibility and a depth of affection that is unflinchingly tender. Through their shared experiences, they examine relationships fraught with challenges and struggles, but always filled with love. The gentle strength they bring to this important role in their daughters' lives will speak to families for generations to come.","fiction | history, historical fiction, biography | non-fiction","non-fiction | comics, graphic | poetry","fiction | history, historical fiction, biography","comics, graphic | poetry",4,3,3,76–150,3
28527011,126350,The Road Through the Wall,unknown,Unknown,103.0,"Everyone knew the residents of Pepper Street were ""nice"" people -- especially the residents themselves. Among the self-satisfied group were: Mrs Merriam, the sanctimonious shrew who was turning her husband into a nonentity and her daughter into a bigoted spinster; Mr Roberts, who found relief from the street's unending propriety in shoddy side-street amours; Miss Fielding, who considered it more important to boil an egg properly than to save a disturbed girl from destruction. It took the gruesome act of a desperate boy who lived among them to pierce the shell of their complacency and force them to see their own ugliness.","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime","fantasy, paranormal",,1,4,3,76–150,4+
18931543,12476227,HHhH - Operação Antropóide,por,Non-English,169.0,"We are in Prague, in 1942. Two men have been enlisted to kill the head of the Gestapo. This is Operation Anthropoid: two Czechoslovakian parachutists sent by London plan to assassinate Reinhard Heydrich--head of the Nazi secret services, 'the hangman of Prague', 'the blond beast', 'the most dangerous man in the Third Reich'. Heydrich works for Hitler's most powerful henchman, Heinrich Himmler, but in the SS they say 'HHhH': 'Himmlers Hirn heisst Heydrich'--Himmler's brain is called Heydrich. All the characters in HHhHexisted then or still exist now. All the events depicted are true. But alongside the nerve-shredding story of the preparations for the attack runs another story: when you are writing about real people, how do you resist the temptation to make things up? HHhHis a panorama of the Third Reich told through the life of one outstandingly brutal man, a story of unbearable heroism and loyalty, revenge and betrayal. It is improbably entertaining and electrifyingly modern. It is a moving, tense, and shattering work of fiction.","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime | comics, graphic",non-fiction,"comics, graphic",2,4,4,151–250,4+
9350786,14234166,"Foundations for Teaching English Language Learners: Research, Theory, Policy, and Practice",unknown,Unknown,36.0,"Provides information on demographic changes in U. S. schools; language and literacy education; program models; instruction and assessment approaches, methods, and strategies; Common Core and English language proficiency standards and accountability requirements. Includes a companion website.",non-fiction,non-fiction | children,,children,1,1,2,20–75,1
7150698,971395,The Expected One: A Novel,unknown,Unknown,263.0,"THE GREATEST STORY NEVER TOLD! A POLITICAL RIVALRY THAT ENDED IN TWO EXECUTIONS AN INTRICATE LOVE TRIANGLE THAT ALTERED THE COURSE OF HISTORY A RELIGIOUS REVOLUTION THAT CHANGED THE WORLD Two thousand years ago, Mary Magdalene hid a set of scrolls in the rocky foothills of the French Pyrenees, a gospel that contained her own version of the events and characters of the New Testament. Protected by supernatural forces, these sacred scrolls could be uncovered only by a special seeker, one who fulfills the ancient prophecy of l'attendue-- The Expected One. When journalist Maureen Pascal begins the research for a new book, she has no idea that she is stepping into an ancient mystery so secret, so revolutionary, that thousands of people have killed and died for it. She becomes deeply immersed in the mystical cultures of southwest France as the eerie prophecy of The Expected One casts a shadow over her life and work and a long-buried family secret comes to light. Maureen's extraordinary journey takes her from the dusty streets of Jerusalem to the cathedrals of Paris . . . and ultimately to search for the scrolls themselves. She must unravel clues that link history's great artistic masters, including Sandro Botticelli, Nicolas Poussin, and Jean Cocteau; the Medici, Bourbon, and Borgia dynasties; and great scientific minds like Leonardo da Vinci and Isaac Newton. Ultimately, she, and the reader, come face-to-face with Jesus Christ, Mary Magdalene, John the Baptist, Judas, and Salome in the pages of a deeply moving and powerful new gospel, the life of Jesus as told by Mary Magdalene.","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | comics, graphic",,"comics, graphic",1,5,6,251+,4+
23849804,26087856,Ghost's Sight (Ghost's Sight #1),eng,English,128.0,"Librarian's note: Alternate cover edition of ASIN B00EUA94J4. The Witch placed a spiral of peridot on the forehead of a frightened little boy plagued by dreams and visions he could not explain, forging a bond between her and her apprentice. When a rugged and headstrong hunter named Gerry arrives injured on the Witch's doorstep, Ghost is forced to reveal the mark hidden beneath his snowy hair. Gerry doesn't reject Ghost as an outcast. Gerry finds Ghost fierce and exotic, and declares his intent to claim Ghost as his own. But Ghost is kidnapped by a rogue ranger on his way to meet Gerry. Now Gerry will need to hunt a lethal and unpredictable prey, while Ghost will need all his skill to survive until Gerry can find him.","romance | fantasy, paranormal","fiction | fantasy, paranormal | mystery, thriller, crime",romance,"fiction | mystery, thriller, crime",3,2,3,76–150,2
202661,196071,"Slow Food Nation: Why Our Food Should Be Good, Clean, and Fair",en-us,English,208.0,"By now most of us are aware of the threats looming in the food world. The best-selling Fast Food Nationand other recent books have alerted us to such dangers as genetically modified organisms, food-borne diseases, and industrial farming. Now it is time for answers, and Slow Food Nationsteps up to the challenge. Here the charismatic leader of the Slow Food movement, Carlo Petrini, outlines many different routes by which we may take back control of our food. The three central principles of the Slow Food plan are these: food must be sustainably produced in ways that are sensitive to the environment, those who produce the food must be fairly treated, and the food must be healthful and delicious. In his travels around the world as ambassador for Slow Food, Petrini has witnessed firsthand the many ways that native peoples are feeding themselves without making use of the harmful methods of the industrial complex. He relates the wisdom to be gleaned from local cultures in such varied places as Mongolia, Chiapas, Sri Lanka, and Puglia. Amidst our crisis, it is critical that Americans look for insight from other cultures around the world and begin to build a new and better way of eating in our communities here.","non-fiction | fantasy, paranormal","fiction | history, historical fiction, biography | non-fiction","fantasy, paranormal","fiction | history, historical fiction, biography",3,2,3,151–250,2
20725006,40048637,The Wynona Stone Poems,unknown,Unknown,81.0,"If long-dead poet E.A. Robinson and Sex and the City author Candace Bushnell had collaborated to depict a contemporary Midwestern woman in verse, they just might have come up with Wynona Stone, Caki Wilkinson's sort-of heroine, who is stuck in the hometown she always meant to leave, faced with a life that seems desperately mediocre. Wilkinson follows in the footsteps of Eliot and Berryman, giving us, in winsome poems, a figure at odds with herself and her surroundings.",fiction | poetry,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",poetry,"history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",5,2,5,76–150,2
33310757,52036019,"Arton grader minus (Fabian Risk, #3)",swe,Non-English,260.0,"En bil kor ut over kajkanten i Helsingborgs hamn efter en valdsam biljakt. Allt pekar pa att det var en olycka, men nar foraren, en it-entreprenor som gjort sig en formogenhet pa mobilspel, obduceras visar det sig att han redan varit dod i tva manader da han hallits nedfryst. Det ar var och nastan tva ar har passerat sedan handelserna i Offer utan ansikte. Pa Helsingborgs kriminalavdelning har det varit ovanligt lugnt. Fabian Risk har kunnat agna det mesta av sin energi at att lappa ihop sin familj. Men aven om varken han eller nagon av hans kolleger skulle saga det hogt borjar de bli uttrakade, och nar det markliga fallet med den nedfrusna miljonaren landar pa deras bord kanner de alla samma sak: Antligen hander det nagot. Rakt over sundet har Dunja Hougaard tvingats ta pa sig uniformen igen i sitt nya jobb som ordningspolis i Helsingor. Men nar en hemlos utsatts for en sa pass brutal misshandel att han avlider kan hon inte halla sig fran att dra igang en egen utredning dar sparen snart leder till Helsingborg. Fabian och hans team kampar mot klockan i en utredning dar ingenting visar sig vara som det ser ut. Snart vagar han inte langre lita pa sitt eget omdome, och finner de inte losningen kommer snart nasta offer att hamna i frysen. Arton grader minus ar en gastkramande och suggestiv kriminalroman om jakten pa en iskall mordare. Det ar den tredje fristaende delen i serien om Fabian Risk efter de internationella succeerna Offer utan ansikte och Den nionde graven.","mystery, thriller, crime","fiction | mystery, thriller, crime",,fiction,1,1,2,251+,1
15780049,21494720,"Addictive Lunacy (Compulsions, #1)",en-gb,English,271.0,"Calum Alexander lived his life one way. With purpose and moderation. Everything was set in place and everything happened according to a plan. That is, until his picture perfect engagement falls apart and his crazy brother Lucas gets him to agree to a night out. Calum is left to fend for himself when Lucas decides to bail and 'fend for himself' he will need to. A vivacious and obviously young Livana Payne catches his attention and before he knows what's going on, they end up talking. By the end of the night, Calum is on fire for the impish girl who's managed to ignite an inferno within him. Yes, she's twelve years younger and the complete opposite of what he'd imagined in his life, but he hungers for her in a way that's frightening. Drunk and surprisingly out of control, he's dead set on his need to have her. But the moment he accidentally lets it be known that he's recently single, Livana is having none of it. There is no way she's getting involved with a man who just broke up with his fiance. No, they were going to have to wait. Calum's need for her somehow kept growing. As the days went by and he got to know her more, Livana seemed to be stealing all of his sanity. As much as she wants to wait it quickly becomes obvious to Calum that he's losing his grip to the monster she'd awakened within him. He's about to lose control and when he does, he knows there's going to be nothing gentle about what he'll end up doing to her.",fiction | romance,"fiction | romance | fantasy, paranormal",,"fantasy, paranormal",1,2,3,251+,2
14762133,20414614,Kwentillion: A Million Stories to be Told,eng,English,65.0,"Kwentillion Magazine is the Philippines' first publication dedicated to young adult literature and media, featuring YA-themed comics and fiction by Filipino creators. The bi-monthly, black and white magazine (with an eight-page colored spread in every issue) features reviews and previews of young adult books, interviews with creators, and articles which tackle a wide variety of topics of interest to the YA community.","fantasy, paranormal | young-adult | comics, graphic","fiction | fantasy, paranormal | young-adult | comics, graphic",,fiction,1,3,4,20–75,3
30331750,50827669,Beyond the Shadows,eng,English,513.0,"Gone by Dark by Christy Barritt: Ten years ago, Charity White's best friend, Andrea, was abducted as they walked home from school. A decade later, when Charity receives a mysterious letter that promises answers, she returns to North Carolina in search of closure. With the help of her new neighbor, Police Officer Joshua Haven, Charity begins to track down mysterious clues concerning her friend's abduction. They soon discover that they must work together or both of them will be swallowed by the looming darkness. The Unrelenting Tide by Lynnette Bonner: Widowed former-Hollywood-actress Devynne Lang has been living a quiet life in the San Juan Islands of the Pacific Northwest. For years, she's hoped her fabricated death would keep her identity safe from the public, and more to the point, from the stalker who forced her into hiding. But strange things have been happening around her place and this time, with a daughter to protect, she can't afford one mistake - even if it means letting Carcen Lang get close enough to help. The End Came with a Kiss by John Michael Hileman: When the world died, my wife died with it. She became like the rest--a beautiful zombie, acting out a scene from our past, over and over again. But I know she is alive inside that dead body. She's been trying to tell me, trying to show me--and I won't stop until I save her. I won't stop until I save them all. Saving Grace by Lesley Ann McDaniel: When an obsessive fan forces opera singer Tracy Fontaine to change her name to Grace Addison and go into hiding in a small Montana town, the last thing she wants is to get to know the locals. Now, not one but two men have worked their way into her daily routine, much to the chagrin of a jealous local girl, who insists on prying into Grace's past and stirring up deadly trouble. Will Grace find love in Madison Falls...or will her stalker find her? When Night Comes by Dan Walsh: Jack Turner comes back to his alma mater to give a series of lectures for his old history professor. Within days, he starts having bizarre experiences at night. Like he's traveling back in time, experiencing the epic events in his lectures firsthand. Several college students suddenly start dying in their sleep. The Professor who'd invited Jack begins acting edgy and strange. And there's this beautiful brunette in the back row. Every time he looks at her, she's smiling at him. She looks vaguely familiar. Battered Justice by Linda Bradley White: FBI Special Agent Jake Tucker works hard to be an excellent investigator and a great dad. Having Cass McKenna as his partner helps. An investigation into a shooting leads them to a shadowy trail of crime connected with a casino--and the battered body of Jake's ex-wife. Jake is sure Tam's new husband, a powerful state senator, killed her. But Lady Justice can be battered, too. Soon Jake and Cass find themselves in the fight of their lives.","fiction | romance | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",,,0,3,3,251+,3
25535550,45325938,文豪ストレイドッグス 太宰治と黒の時代  [Bungō Stray Dogs - Dazai Osamu to kuro no jidai],jpn,Non-English,99.0,"Yi Neng woShi iAn Yue suruXiong E naDi Xia Zu Zhi , potomahuia. sonoGan Bu Tai Zai Zhi toXia Ji Gou Cheng Yuan noZhi Tian Zuo , Qing Bao Yuan noBan Kou An Wu haLi Chang noWei iwoChao etaZhong datsuta. dagaaruRi , An Wu gaTu Ru Shi Zong . Shou Ling Sen Ou Wai karaSou Suo woMing ziraretaZhi Tian Zuo ha, Tai Zai toXie Li shiteDiao Cha woKai Shi suruga, An Wu nosupaiYi Huo gaFu Shang suru. saranimimitsukunaruFan Zui Zu Zhi gaGong Ji woShi Gua ketekite...!?Tai Zai gamahuiatoJue Bie shitaLi You gaSui niMing rakani!Re kiNan tachinoYi Neng Dui Jue Di 2Dan !!","mystery, thriller, crime","fiction | romance | fantasy, paranormal | young-adult | comics, graphic","mystery, thriller, crime","fiction | romance | fantasy, paranormal | young-adult | comics, graphic",6,1,5,76–150,1
469491,457805,"London, 1850 (Vampire Plagues, #1)",eng,English,138.0,"A thrilling new suspense trilogy with a twist. For a thousand years, an ancient and all-powerful vampire god has lain dormant in the Mayan jungle. In 1850, he awakes -- and sets out for Europe... London, 1850. An enormous ship has just reached port. From its hull, a flock of bats ascends and disappears into the streets. Jack Harkett intends to board the ship, in search of food or money. Instead, he encounters a boy his own age -- running for his life! The boy recounts horrific tales about a vampire plague that's killed the entire crew. With no one to turn to but each other, the two boys vow to stop these horrors from continuing. Their pledge will take them on dangerous adventures from London to Paris and finally to Mexico, to confront the beast who started all this destruction....","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | romance | fantasy, paranormal | mystery, thriller, crime","history, historical fiction, biography | young-adult | children",romance,4,6,4,76–150,4+
30306251,14955690,Kao reči na vetru,srp,Non-English,242.0,"Postoje li greske koje treba da ostanu skrivene? Da li biste sebi dali za pravo da procitate pismo koje je trebalo da ostane neotvoreno? Da li imate pravo da saznate tajne koje nije trebalo niko da otkrije? Ili postoje greske koje imamo pravo da nikom ne priznamo? Draga Ana, Tesko je napisati ono sto moram da vam kazem, ali znam da ce vama biti jos teze da to cujete; i mnogo mi je zao... Ovo nedovrseno pismo jedini je trag koji Tara i Emerson imaju u potrazi za razlogom samoubistva njihove bliske prijateljice Noel. Sve sto su do tada znale o Noel - o njenom pozivu babice, o njenoj strastvenoj pravicnosti, o njenoj ljubavi prema prijateljima i porodici - karakteristicno je za zenu koja voli zivot. Pa ipak, mnogo toga o njoj nisu znale. Posto pronadu ovo pismo i njegovu strasnu tajnu, Noeline prijateljice pocinju da otkrivaju istinu o ovoj slozenoj zeni koja je ostavila trag u tudim zivotima svojom ljubavlju, izdajom, saosecanjem i prevarom. Ovaj roman osecajno i mudro pripoveda o obmani i postavlja pitanje koliko toga mozemo da oprostimo. ,,Prica o prijateljstvu i materinstvu, ispricana saosecajno i veoma iskreno. Autorka vodi citaoca na napeto putovanje ispunjeno tajnama, bolom koji slama srce i mocnom nadom. I ovaj roman Dajane Cejmberlen pravi je dragulj."" Literary Times ,,Kao reci na vetru je prica koja vam obrtima stalno osvaja paznju i do kraja vas drzi u iscekivanju. Ovo je roman koji ne zelite da propustite!"" Stylist","fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal","mystery, thriller, crime","romance | fantasy, paranormal",3,3,4,151–250,3
10326094,1129162,La Tamburina,ita,Non-English,106.0,"Un terrorista palestinese tremendamente pericoloso ed elusivo; un funzionario dei servizi segreti israeliani dotato di feroce energia e passione. Sono questi i protagonisti di un'implacabile caccia all'uomo ambientata nel mondo dello spionaggio internazionale. Per catturare l'odiata preda, l'israeliano prepara un'elaborata trappola, labirinto fatto di realta e illusione, tra l'Europa e il Medio Oriente. Pedine di questo suo gioco sono Joseph, ex soldato dei corpi speciali israeliani ormai stanco di combattere, e Charlie, giovane attrice che calca senza troppo successo le scene della provincia inglese. E che ora si trova intrappolata al centro di una grandiosa finzione, costretta a interpretare il ruolo piu impegnativo della sua carriera.","fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",,non-fiction,1,3,4,76–150,3
6563579,6756452,Wolfmaan,nl,Non-English,146.0,"Alweer bijna tien jaar geleden werd de vloek, die op Cat, Maire, Eris, Radu en Pascal rustte, doorbroken. Het leven in hun afgelegen huis in het Franse bos lijkt in rustig vaarwater te zijn gekomen. Maar schijn bedriegt. Elke avond worden er foto's aan hun adres afgeleverd, getuigend van de zieke geest van een onmenselijk monster dat uit is op wraak. Dat deze wraakzucht levens zal gaan kosten lijkt onvermijdelijk. Wat is het op de foto's dat de huisgenoten in woede doet ontsteken? En wat is ernstig genoeg om Cat ertoe te brengen gevaarlijke bovennatuurlijke krachten om hulp te vragen? Gaandeweg geeft het eeuwenoude document geheimen prijs, waar de vrienden liever niets van hadden willen weten. Hen wordt echter geen keus gelaten. Achtervolgd door geesten uit het verleden, raken zij in de ban van een zenuwslopende race tegen de klok, of liever gezegd... tegen de maancyclus.","fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | mystery, thriller, crime | young-adult | comics, graphic","fantasy, paranormal","fiction | comics, graphic",3,3,4,76–150,3
25139941,44307172,"When Things Go Wrong (Cheaters, #0.5)",eng,English,104.0,"Lazy eyes, scarred lip and brow, muscled and tattooed, Julia's high school best friend, the one who made her heart go pitter-patter, had definitely changed in the past five years she hadn't seen him. Being stuck with her mom and boyfriend number one hundred at an exclusive ski resort doesn't seem as daunting when Julia runs into the gorgeous and enticing Scar Wagner. And when fate forces the couple much closer than Julia would ever allow a man to be, she can't help but wonder whether it's time to give relationships another try. After all, when things go wrong, they turn out right.",romance,fiction | romance,,fiction,1,1,2,76–150,1
17559244,21607771,"Wallbanger (Cocktail, #1)",eng,English,186.0,"The first night after Caroline moves into her fantastic new San Francisco apartment, she realizes she's gaining an intimate knowledge of her new neighbor's nocturnal adventures. Thanks to paper-thin walls and the guy's athletic prowess, she can hear not just his bed banging against the wall but the ecstatic response of what seems (as loud night after loud night goes by) like an endless parade of women. And since Caroline is currently on a self-imposed dating hiatus, and her neighbor is clearly lethally attractive to women, she finds her fantasies keep her awake even longer than the noise. So when the wallbanging threatens to literally bounce her out of bed, Caroline, clad in sexual frustration and a pink baby-doll nightie, confronts Simon Parker, her heard-but-never-seen neighbor. The tension between them is as thick as the walls are thin, and the results just as mixed. Suddenly, Caroline is finding she may have discovered a whole new definition of neighborly... In a delicious mix of silly and steamy, Alice Clayton dishes out a hot and hilarious tale of exasperation at first sight...",fiction | romance,fiction | romance,,,0,2,2,151–250,2
25615503,45426772,"Revved (Axle Alley Vipers, #2)",eng,English,141.0,"He'll rev her up and drive her to the edge... Rusty West swore she was done with men. Instead, she channeled her passion into West Restoration, the car shop she runs with her sisters. But Rusty's aloof composure fades when the owner of the competition comes striding into her shop, over six feet of sexy, rough-edged confidence...hot enough to send Rusty's motor into overdrive. Reid Parker worked his ass off to get what he wants--and what he wants is West Restoration and its crew. He never expected to find a shop of all-female mechanics...or the stunning redhead who ignites a lust that threatens his cool. But Reid plays carefully. He never, ever gets involved with a woman beyond one night. And no matter how hot the sparks, Rusty will never compromise her business for a man...",fiction | romance,fiction | romance,,,0,2,2,76–150,2
23533214,43134839,Does My Suicide Vest Make Me Look Fat?: A Soldier's Year in Iraq,eng,English,137.0,"A chronicle of the beginning of the Iraq War, when the US Military was flush with its success in toppling the regime of Saddam Hussein. The victory became tarnished as warring political and tribal factions transformed the ""Land Between Two Rivers"" into the Superbowl for terrorism. Caught in this firestorm was a tiny, but determined, Army Reserve Civil Affairs unit that took on the momentous task of rebuilding schools, medical clinics, and mosques around the perimeter of Baghdad International Airport, during 2003-2004. This is a chronicle of the insane, stupid, humorous, surreal, and tragic events that befell this band of brothers and sisters on their journey through Iraq Reconstruction. It's a story you didn't see in the media. If you really want to know of the extreme effort and sacrifice of our servicemen and women, read no further.",non-fiction,"fiction | history, historical fiction, biography | non-fiction | comics, graphic",,"fiction | history, historical fiction, biography | comics, graphic",3,1,4,76–150,1
