book_id,work_id,title,language_group,text_word_count,true_genres,predicted_genres,label_error_count
12517430,17503520,Good Grief: A Collection of Poetry,Unknown,276,fiction | poetry,poetry,1
1252129,1240889,The 9 Steps to Financial Freedom,Unknown,111,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
12534449,17521173,Unstoppable: Love with the Proper Stranger\Letters to Kelly,English,158,"fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",2
1253607,1242382,Foot in the Grave,English,52,"fiction | mystery, thriller, crime","mystery, thriller, crime",1
12537660,151842,The Unexpected Man,Unknown,44,fiction | poetry,fiction,1
12539325,15238056,The Cat's Table,English,229,"fiction | history, historical fiction, biography | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | young-adult | children",2
12544566,7164517,"Witch Eyes (Witch Eyes, #1)",English,223,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",0
1254495,1243272,A Deeper Sea,Unknown,71,"fiction | fantasy, paranormal","fiction | mystery, thriller, crime",2
12550156,17551688,The Indie Eclective: The Halloween Collection,English,71,"fiction | romance | fantasy, paranormal | young-adult","fantasy, paranormal",3
12551263,15241366,Cocktail Hour Under the Tree of Forgetfulness,Unknown,370,"fiction | history, historical fiction, biography | non-fiction | comics, graphic","fiction | history, historical fiction, biography | young-adult",3
1255195,104562,The Emperor of Ocean Park,Unknown,289,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",0
1255287,328961,People Like Us,Unknown,46,"fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",2
12553912,41402935,The Story of Jesus (NIV): Experience the Life of Jesus as One Seamless Story,English,158,"history, historical fiction, biography | non-fiction | children",non-fiction,2
12557016,1391244,Hotel Majestic,Non-English,139,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | romance",2
1255958,1244745,The Enchanted Horse,Unknown,29,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children",fiction | young-adult | children,2
12563144,17571044,The Wake-Up Call,Unknown,146,fiction | romance,romance | young-adult,2
1256488,1245286,Storytelling: Imagination And Faith,Unknown,71,non-fiction,"fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | children",4
1257269,809292,Long Day's Journey into Night,Unknown,130,fiction | non-fiction | poetry,"fiction | history, historical fiction, biography | non-fiction",2
12575729,14356896,Il sogno del celta,Non-English,308,"fiction | history, historical fiction, biography | romance | non-fiction | comics, graphic","fiction | history, historical fiction, biography",3
1257632,584613,Are You A Bee?,English,81,non-fiction | children,non-fiction | young-adult | children | poetry,2
12576693,1199129,"Sun and Moon, Ice And Snow",Unknown,123,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult | children","fiction | romance | fantasy, paranormal | young-adult | children",2
12577261,17588006,"하백의 신부 [Bride of the Water God], Volume 10",English,108,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult | comics, graphic","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult",2
1257730,1246539,The Biggest Soap,English,114,fiction | young-adult | children,fiction | children,1
1258114,1246929,My Big Idea: 30 Successful Entrepreneurs Reveal How They Found Inspiration,Unknown,74,"history, historical fiction, biography | non-fiction | young-adult",non-fiction,2
12584825,16124747,Faerie Tales: Misfortune of a Teenage Socialite,Unknown,109,"fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | young-adult",0
12586857,16393251,"Perry Rhodan 12: Das Geheimnis der Zeitgruft (Perry Rhodan - Heftroman, #12)",Non-English,116,fiction,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult",3
12588597,1974415,Los poemas ocultos,Non-English,125,"fiction | history, historical fiction, biography | non-fiction | poetry","history, historical fiction, biography | poetry",2
12590123,17604898,"Blood Calling (Blood Calling, #1)",Unknown,61,"fiction | romance | fantasy, paranormal | young-adult","romance | fantasy, paranormal | mystery, thriller, crime | young-adult",2
12590184,3044241,First Sight,English,432,fiction | romance,romance,1
12592755,17607639,To Fly Again,English,102,fiction | romance,romance,1
1259316,1248146,It's All in the Cards: Tarot Reading Made Easy,Unknown,101,non-fiction,non-fiction,0
12594717,14005193,Todos Los Hombres Son Mentirosos,Non-English,315,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",2
1259586,1248416,Maisy Drives the Bus,English,72,fiction | children,fiction | young-adult | children,1
1259743,1248575,The Prince of Egypt: A New Vision in Animation,Unknown,183,non-fiction,"history, historical fiction, biography | non-fiction | comics, graphic",2
12599171,16586907,Fat Girls and Fairy Cakes,Unknown,161,fiction | romance,fiction | romance,0
12600134,17445,Monique and the Mango Rains: The Extraordinary Story of Friendship in a Midwife's House in Mali,Unknown,81,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction | children",2
12602798,17618012,Alfred Stieglitz: A Legacy of Light,Unknown,191,"history, historical fiction, biography","history, historical fiction, biography | non-fiction | comics, graphic | poetry",3
12606734,20032988,Rogue Male: Death and Seduction Behind Enemy Lines with Mister Major Geoff. by Roger Field and Geoffrey Gordon-Creed,Unknown,58,"history, historical fiction, biography | comics, graphic","history, historical fiction, biography | non-fiction | children | comics, graphic",2
1260804,1249645,Numerology and Your Future,Unknown,87,non-fiction,non-fiction,0
12608046,3130939,"The Initiation and The Captive, Part I (The Secret Circle, #1-2)",English,108,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",0
12608734,17624101,The Inn at Little Bend,English,109,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",2
12609432,17624817,The Power of Habit: Why We Do What We Do in Life and Business,Unknown,463,non-fiction,"history, historical fiction, biography | non-fiction",1
12610805,17626216,Good Night New Orleans,Unknown,116,children,non-fiction | children,1
12610983,17626420,"Um Sopro de Eternidade  (Perry Rhodan, Atlan e Árcon, #65)",Non-English,71,fiction,fiction | young-adult,1
1261146,1249988,"Black Vein Prophecy (Fighting Fantasy, #42)",English,126,"fiction | fantasy, paranormal","fiction | fantasy, paranormal | young-adult",1
126151,121500,Kaffir Boy: An Autobiography,English,38,"fiction | history, historical fiction, biography | non-fiction | young-adult","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",2
12615862,565137,"Have a Hot Time, Hades!",Unknown,53,"fiction | fantasy, paranormal | young-adult | children","fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal | children",3
12617760,17643316,The Expats,Unknown,188,"fiction | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",1
126192,121534,"Mythago Wood (Mythago Wood, #1)",English,119,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",1
12622681,17667894,Love with a Chance of Zombies,English,159,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
12622780,17668170,"Dreaming Dangerously (Children of the Psi, #1)",Unknown,131,"fiction | romance | fantasy, paranormal | young-adult | children","fiction | romance | fantasy, paranormal | young-adult",1
1262418,1251278,Lady of the Haven,English,73,"fiction | fantasy, paranormal","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult",2
1262465,1251325,"The Dragon's Tomb (The Penhaligon Trilogy, #2)",Unknown,132,"fiction | fantasy, paranormal","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult | children",5
12624771,17674747,Light Beyond All Shadow: Religious Experience in Tolkien's Work,Unknown,260,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction | fantasy, paranormal",1
12624905,209145,La famosa invasione degli orsi in Sicilia,Non-English,76,"fiction | fantasy, paranormal | children | poetry","fiction | comics, graphic",4
12626675,17680200,"Bound (The Nevermore Trilogy, #2)",English,108,"fiction | romance | fantasy, paranormal | mystery, thriller, crime",fiction | romance,2
12627180,17681250,Dark Heroes,Unknown,139,"fiction | fantasy, paranormal","fantasy, paranormal | mystery, thriller, crime | young-adult",3
12627411,17681671,Horseshoe Crabs and Velvet Worms: The Story of the Animals and Plants That Time Has Left Behind,Unknown,238,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
1262871,2285570,Murder on the Orient Express,English,76,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",2
12637684,17746483,Kerjäläinen ja jänis,Non-English,130,fiction | children,"fiction | history, historical fiction, biography",2
12637777,17746658,Ups! Engoli uma Estrela,Non-English,107,"fantasy, paranormal","fiction | romance | fantasy, paranormal | young-adult",3
12638663,17748299,Giudice Toccalossi. Indagine all'ombra della Torretta,Non-English,129,"mystery, thriller, crime","fiction | mystery, thriller, crime",1
12640686,18267175,"The Nestorian Alliance, A Jack Trader Adventure",Unknown,189,"fiction | history, historical fiction, biography | young-adult | children","fiction | history, historical fiction, biography | mystery, thriller, crime | young-adult",2
12640985,17752160,Los suspirantes 2012: Los precandidatos de carne y hueso,Non-English,130,"history, historical fiction, biography","fiction | history, historical fiction, biography | mystery, thriller, crime",2
1264186,1253058,"Resort City in the Sunbelt, Las Vegas, 1930-2000",Unknown,24,"history, historical fiction, biography","history, historical fiction, biography | non-fiction",1
12642575,17754666,A Taste of Home: 200 Quick and Easy Recipes,Unknown,176,non-fiction,non-fiction,0
1264304,1253176,"Descendants of Darkness, Volume 8",Unknown,36,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | comics, graphic","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | children",4
12643172,17755694,Back to Pakistan: A Fifty-Year Journey,Unknown,232,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
1264453,1253325,"The Orpheus Deception (Agent Micah Dalton, #2)",English,164,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
12645433,17758380,Mistress in the Making,Unknown,74,"fiction | history, historical fiction, biography | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | young-adult",2
12645587,2541445,"The Monkey's Raincoat (Elvis Cole, #1)",English,159,"fiction | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",1
12646902,290588,Stemmer fra fortiden,Non-English,69,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime",1
12649614,16964327,"Look Into My Eyes (Ruby Redfort, #1)",English,101,"fiction | mystery, thriller, crime | young-adult | children",fiction | young-adult | children,1
1265060,1253939,Undue Influence,Unknown,166,fiction | romance,"fiction | history, historical fiction, biography | romance",1
1265107,2868369,SS-GB,English,330,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",2
12651512,17765178,"The Christmas Quilt (Brides of Amish Country, #5)",Unknown,73,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
12651848,17765537,Owl Dance,Unknown,117,"fiction | history, historical fiction, biography","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult",2
12653717,17767510,Salvage Operation,English,73,romance,fiction,2
1265441,1254321,"Curse of Arastold (The Silverskin Legacy, #2)",Unknown,131,"fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children","fiction | romance | fantasy, paranormal | children",3
1265618,1254499,Reel Knockouts: Violent Women in the Movies,Unknown,227,non-fiction,"history, historical fiction, biography | non-fiction",1
1266011,1837396,Watch Out! Big Bro's Coming!,Unknown,90,"fiction | fantasy, paranormal | children",fiction | young-adult | children,2
126615,121931,A Handful of Dust: Disappearing America,Unknown,143,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
12661608,7262557,Bourbon Affair (Pentacles of Magick #2.5),English,79,"fiction | history, historical fiction, biography | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | children",2
12662,2496784,Caravans,English,84,"fiction | history, historical fiction, biography | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | young-adult | children",3
12664678,17779256,The 3rd Victim,English,183,"fiction | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",1
12669638,17218849,Desired (The Vampire Journals #5),English,379,"fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | young-adult",0
1267416,1256311,Work as a Spiritual Practice: A Practical Buddhist Approach to Inner Growth and Satisfaction on the Job,Unknown,189,fiction | non-fiction,"history, historical fiction, biography | non-fiction",2
12675,14957,Courting Disaster: How the Supreme Court Is Usurping the Power of Congress and the People,Unknown,34,non-fiction,"history, historical fiction, biography | non-fiction",1
12675792,17261131,The Night Before Christmas,English,89,fiction | romance,fiction | romance,0
12676674,17792181,Choose the Right,Unknown,68,non-fiction,non-fiction | children,1
12677304,12348314,Bajo el cielo de Dublín,Unknown,137,fiction | romance,fiction | romance | young-adult,1
12678081,17793679,Death Match: A Spar Battersea Wrestling thriller,English,89,"fiction | mystery, thriller, crime | comics, graphic","mystery, thriller, crime",2
12678320,17793933,Twisted Romance Lyrics: From the album Forever Your Pet,Unknown,36,young-adult | poetry,poetry,1
12680440,17796218,Never Letting Go: Heal Grief with Help from the Other Side,Unknown,160,"non-fiction | fantasy, paranormal",non-fiction,1
12681104,14103064,"Rapture (Fallen, #4)",English,150,"fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | young-adult",1
12681111,17796936,Flirting in Italian (Flirting in Italian #1),Unknown,32,"fiction | romance | mystery, thriller, crime | young-adult","fiction | fantasy, paranormal | young-adult | children",4
12683029,2139531,Les històries naturals,Unknown,89,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | young-adult",4
12683458,16458337,Miracle on Regent Street,English,201,fiction | romance,fiction | romance,0
1268430,318414,Why Men Marry Some Women And Not Others,Unknown,46,romance | non-fiction | young-adult,non-fiction,2
12685424,15764933,"Tremble the Devil: ""the story of terrorism as Jesus Christ, James Bond, and Osama bin Ladin would tell it.""",English,302,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
126859,994121,Truth And Beauty A Friendship,Unknown,139,"fiction | history, historical fiction, biography | non-fiction | comics, graphic","fiction | history, historical fiction, biography | non-fiction | comics, graphic",0
126861,829319,Where You Once Belonged,English,129,"fiction | history, historical fiction, biography","fiction | mystery, thriller, crime",2
12688342,2059639,The Various Haunts of Men (Simon Serrailler #1),English,92,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
12692920,92653,Passione ad Atlantide,Non-English,85,"fiction | romance | fantasy, paranormal",fiction | romance,1
1269545,541406,A Piano in the Pyrenees,English,260,"history, historical fiction, biography | non-fiction | comics, graphic",fiction | romance,5
12696605,17827223,The Queen's Assassin,English,270,"fiction | fantasy, paranormal","fiction | fantasy, paranormal | mystery, thriller, crime | young-adult | comics, graphic",3
12701234,17832752,Bedtime Monster: A Dormir Monstruito,Unknown,49,fiction | children,children,1
12702381,1111874,"Pozlaćena oštrica (Joe Sandilands, #3)",Non-English,113,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",0
12704176,17836312,The Questionable Tales: A Steampunk Trio,Unknown,128,"fiction | fantasy, paranormal","fiction | history, historical fiction, biography",2
127055,3805,O Enigma Do Quatro,Non-English,216,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | mystery, thriller, crime",1
12707825,366406,Beginning Theory: An Introduction to Literary and Cultural Theory,English,168,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
12715772,17387916,"Chance's Vindication (Lost Shifters, #13)",Unknown,193,"fiction | romance | fantasy, paranormal","romance | fantasy, paranormal",1
12716959,17851891,"Highland Shift (Highland Destiny, #1)",English,188,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","romance | fantasy, paranormal | mystery, thriller, crime",2
127186,122489,The Ghost of Popcorn Hill,English,65,"fiction | fantasy, paranormal | mystery, thriller, crime | children","fiction | romance | fantasy, paranormal | young-adult | children",3
12720139,17855717,Utterly Lovely One,English,92,fiction | non-fiction | young-adult | children,"fiction | children | comics, graphic",3
12721071,18058516,"Training Daze (Kris Longknife, #3.5)",English,56,"fiction | fantasy, paranormal","fiction | fantasy, paranormal",0
12721299,1027521,"Гробницата (Languedoc Trilogy, #2)",Non-English,157,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | young-adult",3
1272468,347981,Leota's Garden,Unknown,127,"fiction | history, historical fiction, biography | romance | young-adult",fiction | young-adult,2
127261,2459047,Responsibility and Judgment,English,262,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
12727283,16606137,Smak lodowego pocałunku,Non-English,100,"mystery, thriller, crime","fantasy, paranormal | young-adult",3
12727447,17864172,Northern Light,English,154,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography",1
1272789,1261746,The Lost Sailors,English,59,"fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal",4
12729412,1083080,И други истории,Non-English,92,fiction,"fiction | fantasy, paranormal | mystery, thriller, crime | comics, graphic",3
1272964,1261918,El hereje,Non-English,190,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",3
1272978,1261932,Nazaret (Caballo de Troya #4),Non-English,205,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | comics, graphic","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",3
12730744,17868005,"Ties of Blood (Amaranthine, #3)",English,191,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",3
12732734,1420338,Cooper's Wife,Unknown,106,"history, historical fiction, biography | romance | children","fiction | history, historical fiction, biography | romance",2
12736414,16338381,Already Gone,Unknown,257,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
1273734,1262692,The Poetry Dictionary,Unknown,50,non-fiction | poetry,non-fiction | poetry,0
12737488,2728191,Happy Like Murderers,Unknown,134,"history, historical fiction, biography | non-fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | non-fiction | mystery, thriller, crime",1
1273949,1262907,Souled American: How Black Music Transformed White Culture,Unknown,192,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
12740227,17845410,The Beloved,Unknown,64,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
12741937,4723508,Crackhead II,English,214,fiction,"fiction | mystery, thriller, crime",1
12742768,2855627,Beni Hatırladın Mı?,Non-English,228,fiction | romance | young-adult,fiction,2
12744219,17038427,Mile 81: Includes Bonus Story The Dune,English,324,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",0
12745102,17884807,La Malquerida: Drama en Tres Actos y en Prosa,Unknown,107,fiction | poetry,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",5
12749981,16930970,"Chosen (The Chosen, #1)",English,238,"fiction | romance | fantasy, paranormal | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",1
12751636,17760663,How to Write Hot Sex: Tips from Multi-Published Erotic Romance Authors,Unknown,135,fiction | romance | non-fiction,romance | non-fiction,1
12752274,17893172,40 Ways to Get Closer to God,Unknown,88,non-fiction | young-adult,non-fiction,1
12754915,17896332,Deadly Pink,Unknown,109,"fiction | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",1
1275563,1264534,"The Wizard, the Ugly, and the Book Of Shame",English,76,"fiction | fantasy, paranormal | children","fiction | fantasy, paranormal | young-adult | children",1
12756424,16165104,Rin Tin Tin: The Life and the Legend,English,217,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction | comics, graphic",1
12760039,17902492,How Much Do You Weigh?: The Photobook,Unknown,337,non-fiction,non-fiction,0
127655,122933,STILL LIFE WITH RICE,Unknown,66,"fiction | history, historical fiction, biography | romance | non-fiction","history, historical fiction, biography | non-fiction",2
12765795,2053079,Como o Soldado Conserta o Gramofone,Non-English,101,"fiction | history, historical fiction, biography | romance","fiction | romance | fantasy, paranormal | young-adult",3
12766743,7169500,Ve Steve Jobs Apple'ı Yarattı,Non-English,181,"history, historical fiction, biography | non-fiction | comics, graphic","fiction | history, historical fiction, biography | fantasy, paranormal",4
12767862,2897082,Nefertiti,English,119,"fiction | history, historical fiction, biography | romance | non-fiction | fantasy, paranormal | young-adult | comics, graphic","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",3
12772868,17917851,Even Tough Girls Wear Tutus: Inside the World of a Woman Born in Prison,Unknown,141,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
1277343,1266320,Dearest Enemy,English,133,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
12773750,1602074,The Velveteen Rabbit,English,181,"fiction | fantasy, paranormal | young-adult | children","fiction | fantasy, paranormal | young-adult | children",0
127804,1520076,Firehouse,Unknown,302,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
127811,348986,"Am I Old Yet?: The Story of Two Women, Generations Apart, Growing Up and Growing Young in a Timeless Friendship",Unknown,308,"fiction | history, historical fiction, biography | non-fiction | comics, graphic","fiction | history, historical fiction, biography",2
12781820,15780399,孤高の人 3,Non-English,70,fiction,"young-adult | comics, graphic",3
1278330,1267314,"The Poet at the Piano: Portraits of Writers, Filmmakers, Playwrights, and Other Artists at Work",English,28,"fiction | history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",1
12789755,15941527,We Meant Well: How I Helped Lose the Battle for the Hearts and Minds of the Iraqi People,Unknown,211,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
12791442,15497837,The Reckoning,English,195,"fiction | romance | mystery, thriller, crime","fiction | mystery, thriller, crime",1
12793282,17941239,The Drop 10 Diet: Add to Your Plate to Lose the Weight,Unknown,325,"non-fiction | fantasy, paranormal",non-fiction,1
12795944,17944056,The Lady's Secret,English,148,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
1279918,1268850,In the Forest with the Elephants,Unknown,65,non-fiction | children,non-fiction | children,0
1280,55001,"Men Are From Mars, Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want",English,95,fiction | romance | non-fiction,"fiction | fantasy, paranormal | mystery, thriller, crime",4
12805778,17954533,مجموعة دواوين,Non-English,31,fiction | poetry,fiction | non-fiction,2
12806073,2070091,Spot Goes on Holiday. Eric Hill,Unknown,21,children,children,0
12809537,294526,A Morgadinha dos Canaviais,Non-English,50,"fiction | history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance",0
1281017,2015509,Operation Thunder Child,Unknown,45,"fiction | fantasy, paranormal","fiction | fantasy, paranormal",0
12812180,17961318,"Sangue do Assassino (O Regresso do Assassino, #3)",Non-English,132,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
12813253,16695790,Capitol Murder,Unknown,181,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | mystery, thriller, crime",1
12813545,16520761,"Genesis (Soul Savers, #0.5)",Unknown,360,"fiction | romance | fantasy, paranormal | young-adult","romance | fantasy, paranormal",2
12813959,17963235,"Killing Faith (Gabriel de Sade, #1)",English,224,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | mystery, thriller, crime",1
12818461,18125465,"Infatuation (A Little Harmless Military Romance, #1)",English,374,fiction | romance,fiction | romance,0
1282189,1271214,The Mask Of The Dancing Princess,Unknown,41,children,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult | children",5
12823329,17973055,"God Save the Queen (The Immortal Empire, #1)",English,146,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult",1
12827518,17977493,"National Security (Jericho Quinn, #1)",Unknown,121,"fiction | mystery, thriller, crime","mystery, thriller, crime",1
12828710,17978736,"Rebecca's Choice (Brides of the Blue Ridge, #3)",English,110,"history, historical fiction, biography | romance","fiction | history, historical fiction, biography | romance | mystery, thriller, crime | young-adult",3
1282890,1271920,The Unrequited: Poems,Unknown,102,poetry,poetry,0
12833828,139279,İktidar,Unknown,74,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | fantasy, paranormal",2
12835658,17986126,For the Bite of It,English,121,"romance | fantasy, paranormal","romance | fantasy, paranormal",0
12836096,17986602,Birdie Plays Dress-Up,Unknown,66,fiction | children,fiction | romance | children,1
1283660,1971975,"Despicable Species: On Cowbirds, Kudzu, Hornworms, and Other Scourges",Unknown,165,"history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",1
12837361,8842841,Fall of Giants,Unknown,86,"fiction | history, historical fiction, biography | romance | fantasy, paranormal","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult",2
1283955,1273002,"Nodame Cantabile, Vol. 11 (Nodame Cantabile, #11)",English,58,"romance | young-adult | comics, graphic","fiction | young-adult | comics, graphic",2
1284330,362958,Letters of a Portuguese Nun: Uncovering the Mystery Behind a 17th Century Forbidden Love,Unknown,215,"fiction | history, historical fiction, biography | romance | non-fiction | comics, graphic","history, historical fiction, biography | non-fiction",3
12844480,17995444,Plunder: A Faye Longchamp Mystery,Unknown,236,"fiction | history, historical fiction, biography | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",1
128470,123725,Œuvres complètes,Non-English,86,fiction | poetry,poetry,1
12847029,17998150,"Discern (Discern Saga, #1)",English,140,"fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal",1
12848225,19147812,"I Hate Me, Who Do You Hate?",English,195,fiction | romance | non-fiction,fiction | romance | young-adult,2
12848278,691257,To Serve Them All My Days,Unknown,85,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult",3
128523,123778,The Flying White House: The Story of Air Force One,English,24,"history, historical fiction, biography | non-fiction","non-fiction | children | comics, graphic",3
12853426,18004922,This Time You Lose,Unknown,231,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
12859771,13459582,Aşkın Gözyaşları Tebrizli Şems,Unknown,176,"fiction | mystery, thriller, crime","fiction | fantasy, paranormal",2
12859818,13476717,"Torn (Trylle, #2)",Unknown,136,"fiction | romance | fantasy, paranormal | young-adult","fiction | romance | fantasy, paranormal | young-adult",0
12859927,18011755,A History of Graphic Design for Rainy Days,English,177,"comics, graphic","history, historical fiction, biography | non-fiction | comics, graphic",2
128604,1109795,Chester Cricket's Pigeon Ride,Unknown,98,"fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children",fiction | children,3
12861717,18013643,The Mosquito Song,English,29,"fantasy, paranormal","fiction | fantasy, paranormal | mystery, thriller, crime",2
12862773,18014743,"Little Orphan Anvil (Little Orphan Anvil, #1)",English,103,"romance | fantasy, paranormal","fiction | fantasy, paranormal | young-adult | children | comics, graphic",5
12862985,18014967,"Beastly Things (Commissario Brunetti, #21)",English,188,"fiction | mystery, thriller, crime","fiction | non-fiction | mystery, thriller, crime",1
12864302,18016366,Hockey Heroes: Pavel Bure,Unknown,36,"history, historical fiction, biography",fiction,2
